0,Evaluating,O,VBG
0,Potential,O,JJ
0,Deceased,O,JJ
0,Donor,O,NN
0,Renal,O,JJ
0,Transplant,O,NN
0,Recipients,O,NNS
0,for,O,IN
0,Asymptomatic,O,JJ
0,COVID,O,NN
0,‐,O,SYM
0,19,NUMBER,CD
0,Quan,PERSON,NNP
0,Yao,PERSON,NNP
0,Ho,PERSON,NNP
0,.,O,,
0,MRCP,O,NNP
0,.,O,,
0,MMed,O,NNP
0,.1.2,O,NN
0,Shimin,PERSON,NNP
0,Jas,PERSON,NNP
0,‐,PERSON,SYM
0,mine,O,PRP
0,Chung,PERSON,NNP
0,.,O,,
0,MRCP,O,NNP
0,.2.3,O,NNP
0,Shoen,PERSON,NNP
0,Choon,PERSON,NNP
0,Seng,PERSON,NNP
0,Low,PERSON,NNP
0,.,O,,
0,FRCR,O,NNP
0,.,O,,
0,MMed,O,NNP
0,.4,NUMBER,CD
0,Robert,PERSON,NNP
0,Chun,PERSON,NNP
0,Chen,PERSON,NNP
0,.,O,,
0,MD,STATE_OR_PROVINCE,NNP
0,.4,NUMBER,CD
0,Swee,PERSON,NNP
0,Ping,PERSON,NNP
0,Teh,PERSON,NNP
0,.,O,,
0,MRCP,O,NNP
0,.1,NUMBER,CD
0,Fu,PERSON,NNP
0,Zi,PERSON,NNP
0,Yvonne,PERSON,NNP
0,Chan,PERSON,NNP
0,.,O,,
0,MRCP,O,NNP
0,.,O,,
0,MMed,O,NNP
0,.3,NUMBER,CD
0,Ban,PERSON,NNP
0,Hock,PERSON,NNP
0,Tan,PERSON,NNP
0,.,O,,
0,FRCP,O,NNP
0,.2.3,O,NN
0,and,O,CC
0,Terence,PERSON,NNP
0,Yi,PERSON,NNP
0,Shern,PERSON,NNP
0,Kee,PERSON,NNP
0,.,O,,
0,FRCP,O,NNP
0,.,O,,
0,FACP1,O,NN
0,.2,O,NN
0,e,O,NN
0,present,DATE,VBP
0,a,O,DT
0,case,O,NN
0,of,O,IN
0,asymptomatic,O,JJ
0,coronavirus,O,NN
0,disease,CAUSE_OF_DEATH,NN
0,2019,DATE,CD
0,(,O,-LRB-
0,COVID,O,NNP
0,‐,O,SYM
0,19,NUMBER,CD
0,),O,-RRB-
0,diagnosed,O,VBN
0,in,O,IN
0,a,O,DT
0,hemodialysis,O,NN
0,patient,O,NN
0,during,O,IN
0,deceased,O,JJ
0,donor,O,NN
0,renal,O,JJ
0,transplantation,O,NN
0,(,O,-LRB-
0,DDRT,O,NNP
0,),O,-RRB-
0,evaluation,O,NN
0,and,O,CC
0,discuss,O,VB
0,the,O,DT
0,challenges,O,NNS
0,of,O,IN
0,excluding,O,VBG
0,COVID,O,NNP
0,‐,O,SYM
0,19,NUMBER,CD
0,before,O,IN
0,transplantation,O,NN
0,.,O,.
0,A,O,DT
0,50,NUMBER,CD
0,‐,O,SYM
0,year,DURATION,NN
0,‐,O,SYM
0,old,O,JJ
0,woman,O,NN
0,with,O,IN
0,end,O,NN
0,‐,O,SYM
0,stage,O,NN
0,renal,O,JJ
0,disease,CAUSE_OF_DEATH,NN
0,secondary,O,JJ
0,to,O,IN
0,IgA,O,NNP
0,nephropathy,CAUSE_OF_DEATH,NN
0,on,O,IN
0,hemodialysis,O,NN
0,was,O,VBD
0,called,O,VBN
0,up,O,RP
0,as,O,IN
0,first,ORDINAL,JJ
0,on,O,IN
0,the,O,DT
0,wait,O,NN
0,‐,O,SYM
0,list,O,NN
0,.,O,.
0,She,O,PRP
0,was,O,VBD
0,screened,O,VBN
0,for,O,IN
0,with,O,IN
0,the,O,DT
0,addition,O,NN
0,of,O,IN
0,a,O,DT
0,chest,O,NN
0,computed,O,VBN
0,tomography,O,NN
0,(,O,-LRB-
0,CT,STATE_OR_PROVINCE,NN
0,),O,-RRB-
0,Our,O,PRP$
0,patient,O,NN
0,and,O,CC
0,her,O,PRP$
0,brother,O,NN
0,.,O,,
0,her,O,PRP$
0,only,O,JJ
0,household,O,NN
0,contact,O,NN
0,.,O,,
0,were,O,VBD
0,asymptomatic,O,JJ
0,.,O,,
0,had,O,VBD
0,no,O,DT
0,known,O,JJ
0,contact,O,NN
0,with,O,IN
0,COVID,O,NNP
0,‐,O,SYM
0,19,NUMBER,CD
0,cases,O,NNS
0,or,O,CC
0,suspects,O,NNS
0,.,O,,
0,and,O,CC
0,had,O,VBD
0,not,O,RB
0,travelled,O,VBN
0,overseas,O,RB
0,for,O,IN
0,3,DURATION,CD
0,months,DURATION,NNS
0,.,O,.
0,She,O,PRP
0,continued,O,VBD
0,her,O,PRP$
0,work,O,NN
0,as,O,IN
0,a,O,DT
0,hawker,O,NN
0,but,O,CC
0,wore,O,VBD
0,a,O,DT
0,cloth,O,NN
0,mask,O,NN
0,for,O,IN
0,all,O,DT
0,activities,O,NNS
0,outside,O,IN
0,her,O,PRP$
0,home,O,NN
0,.,O,,
0,except,O,IN
0,during,O,IN
0,exercise,O,NN
0,.,O,.
0,On,O,IN
0,admis,O,NN
0,‐,O,SYM
0,sion,O,NN
0,.,O,,
0,she,O,PRP
0,was,O,VBD
0,afebrile,O,JJ
0,.,O,,
0,with,O,IN
0,a,O,DT
0,respiratory,O,JJ
0,rate,O,NN
0,of,O,IN
0,18,NUMBER,CD
0,breaths,O,NNS
0,/,O,SYM
0,min,DURATION,NN
0,and,O,CC
0,her,O,PRP$
0,pulse,O,NN
0,oximetry,O,NN
0,reading,O,NN
0,was,O,VBD
0,96,PERCENT,CD
0,%,PERCENT,NN
0,on,O,IN
0,room,O,NN
0,air,O,NN
0,.,O,.
0,Physical,O,JJ
0,examination,O,NN
0,revealed,O,VBD
0,bilateral,O,JJ
0,basal,O,JJ
0,lung,O,NN
0,crepitations,O,NNS
0,without,O,IN
0,signs,O,NNS
0,of,O,IN
0,volume,O,NN
0,overload,O,NN
0,.,O,.
0,She,O,PRP
0,had,O,VBD
0,lymphopenia,O,NNS
0,though,O,IN
0,her,O,PRP$
0,white,O,JJ
0,cell,O,NN
0,count,TITLE,NN
0,was,O,VBD
0,normal,O,JJ
0,.,O,.
0,Her,O,PRP$
0,chest,O,NN
0,radiograph,O,NN
0,revealed,O,VBD
0,bilateral,O,JJ
0,mild,O,JJ
0,.,O,,
0,ill,O,JJ
0,‐,O,SYM
0,defined,O,VBN
0,patchy,O,JJ
0,opacities,O,NNS
0,.,O,,
0,while,O,IN
0,CT,STATE_OR_PROVINCE,NN
0,of,O,IN
0,the,O,DT
0,chest,O,NN
0,showed,O,VBD
0,bilateral,O,JJ
0,nodular,O,JJ
0,air,O,NN
0,space,O,NN
0,consolidation,O,NN
0,.,O,,
0,predominantly,O,RB
0,Depart,O,VB
0,‐,O,NFP
0,ment,O,NN
0,of,O,IN
0,Renal,ORGANIZATION,NNP
0,Medicine,ORGANIZATION,NNP
0,.,O,,
0,Singapore,ORGANIZATION,NNP
0,General,ORGANIZATION,NNP
0,Hospital,ORGANIZATION,NNP
0,.,O,,
0,Singapore,COUNTRY,NNP
0,.,O,.
0,SingHealth,O,NNP
0,Duke,TITLE,NNP
0,‐,O,SYM
0,NUS,O,NNP
0,Transplant,O,NNP
0,Centre,O,NNP
0,.,O,,
0,Singapore,COUNTRY,NNP
0,.,O,.
0,Department,O,NNP
0,of,O,IN
0,Infectious,O,JJ
0,Diseases,CAUSE_OF_DEATH,NNPS
0,.,O,,
0,Singapore,ORGANIZATION,NNP
0,General,ORGANIZATION,NNP
0,Hospital,ORGANIZATION,NNP
0,.,O,,
0,Singapore,COUNTRY,NNP
0,.,O,.
0,De,O,NNP
0,‐,O,SYM
0,partment,O,NN
0,of,O,IN
0,Diagnostic,ORGANIZATION,NNP
0,Radiology,ORGANIZATION,NNP
0,.,O,,
0,Singapore,ORGANIZATION,NNP
0,General,ORGANIZATION,NNP
0,Hospital,ORGANIZATION,NNP
0,.,O,,
0,Singapore,COUNTRY,NNP
0,.,O,.
0,Correspondence,O,NN
0,:,O,:
0,Quan,PERSON,NNP
0,Yao,PERSON,NNP
0,Ho,PERSON,NNP
0,.,O,,
0,MRCP,O,NNP
0,.,O,,
0,MMed,O,NNP
0,.,O,,
0,Department,O,NNP
0,of,O,IN
0,Renal,O,NNP
0,Medicine,O,NNP
0,.,O,,
0,(,O,-LRB-
0,CCBY,O,NN
0,‐,O,SYM
0,NC,STATE_OR_PROVINCE,NN
0,‐,O,SYM
0,ND,STATE_OR_PROVINCE,NN
0,),O,-RRB-
0,.,O,,
0,where,O,WRB
0,it,O,PRP
0,is,O,VBZ
0,permissible,O,JJ
0,to,O,TO
0,down,O,RB
0,‐,O,VB
0,load,O,NN
0,and,O,CC
0,share,O,VB
0,the,O,DT
0,work,O,NN
0,provided,O,VBN
0,Transplantation,O,NN
0,DIRECT,O,JJ
0,Nasopha,O,NNP
0,‐,O,SYM
0,ryngeal,O,JJ
0,swab,O,NN
0,for,O,IN
0,severe,O,JJ
0,acute,O,JJ
0,respiratory,O,JJ
0,syndrome,O,NN
0,coronavirus,O,NN
0,2,NUMBER,CD
0,later,O,RB
0,returned,O,VBD
0,positive,O,JJ
0,on,O,IN
0,the,O,DT
0,same,O,JJ
0,Transplantation,O,NN
0,was,O,VBD
