55,Original,O
55,Research,O
55,Behavioral,O
55,Sciences,O
55,How,O
55,does,O
55,the,O
55,quarantine,O
55,re,O
55,‐,O
55,sulting,O
55,from,O
55,COVID,O
55,‐,O
55,19,NUMBER
55,impact,O
55,dental,O
55,appointments,O
55,and,O
55,patient,O
55,anx,O
55,‐,O
55,iety,O
55,levels,O
55,?,O
55,Renan,PERSON
55,Morais,PERSON
55,PELOSO,PERSON
55,(,O
55,a,O
55,),O
55,Nubia,PERSON
55,Inocencya,PERSON
55,Pavesi,PERSON
55,PI,O
55,‐,O
55,NI,MISC
55,(,O
55,b,O
55,),O
55,Daniel,PERSON
55,SUNDFELD,PERSON
55,NETO,PERSON
55,(,O
55,b,O
55,),O
55,Aline,PERSON
55,Akemi,PERSON
55,MORI,PERSON
55,(,O
55,b,O
55,),O
55,Renata,PERSON
55,Cristina,PERSON
55,Gobbi,PERSON
55,de,PERSON
55,Fabricio,PERSON
55,Pinelli,PERSON
55,VALARELLI,PERSON
55,(,O
55,a,O
55,),O
55,Karina,LOCATION
55,Maria,PERSON
55,Salvatore,PERSON
55,FREITAS,PERSON
55,(,O
55,a,O
55,),O
55,Centro,ORGANIZATION
55,Universitrio,ORGANIZATION
55,Ing,ORGANIZATION
55,Uning,ORGANIZATION
55,.,O
55,Or,O
55,‐,O
55,thodontics,O
55,.,O
55,Maring,PERSON
55,.,O
55,PR,STATE_OR_PROVINCE
55,.,O
55,Brazil,COUNTRY
55,.,O
55,of,O
55,Odontology,O
55,.,O
55,Department,O
55,of,O
55,Prosthetic,O
55,Dentistry,O
55,.,O
55,Maring,PERSON
55,.,O
55,PR,STATE_OR_PROVINCE
55,.,O
55,Brazil,COUNTRY
55,.,O
55,associative,O
55,interest,O
55,that,O
55,represents,O
55,a,O
55,conflict,O
55,Karina,PERSON
55,Maria,PERSON
55,Salvatore,PERSON
55,Freitas,PERSON
55,Ab,PERSON
55,‐,PERSON
55,stract,O
55,:,O
55,The,O
55,present,DATE
55,study,O
55,sought,O
55,to,O
55,evaluate,O
55,the,O
55,impact,O
55,of,O
55,quar,O
55,‐,O
55,antine,O
55,resulting,O
55,from,O
55,the,O
55,coronavirus,O
55,disease,CAUSE_OF_DEATH
55,2019,DATE
55,(,O
55,COVID,O
55,‐,O
55,19,NUMBER
55,),O
55,pandemic,O
55,on,O
55,dental,O
55,appointments,O
55,and,O
55,patients,O
55,positions,O
55,and,O
55,con,O
55,‐,O
55,cerns,O
55,regarding,O
55,their,O
55,ongoing,O
55,dental,O
55,treatment,O
55,.,O
55,Patients,O
55,from,O
55,re,O
55,‐,O
55,garding,O
