61,Applied,O
61,and,O
61,Environmental,ORGANIZATION
61,Science,ORGANIZATION
61,Increasing,ORGANIZATION
61,Temperature,ORGANIZATION
61,and,O
61,Rel,O
61,‐,O
61,ative,O
61,Humidity,O
61,Accelerates,O
61,Inactivation,O
61,of,O
61,SARS,O
61,‐,O
61,CoV,O
61,‐,O
61,2,NUMBER
61,on,O
61,Surfaces,O
61,Security,ORGANIZATION
61,Science,ORGANIZATION
61,and,ORGANIZATION
61,Technology,ORGANIZATION
61,Directorate,ORGANIZATION
61,.,O
61,Fort,LOCATION
61,Detrick,LOCATION
61,.,O
61,Mary,PERSON
61,‐,PERSON
61,land,O
61,.,O
61,USA,ORGANIZATION
61,Censeo,ORGANIZATION
61,Consulting,ORGANIZATION
61,Group,ORGANIZATION
61,Inc.,ORGANIZATION
61,.,O
61,Washington,CITY
61,.,CITY
61,DC,CITY
61,.,O
61,USA,ORGANIZATION
61,AB,ORGANIZATION
61,‐,O
61,STRACT,MISC
61,Coronavirus,MISC
61,disease,CAUSE_OF_DEATH
61,2019,DATE
61,(,O
61,COVID,O
61,‐,O
61,19,NUMBER
61,),O
61,was,O
61,rst,O
61,identied,O
61,in,O
61,China,COUNTRY
61,in,O
61,late,DATE
61,2019,DATE
61,and,O
61,is,O
61,caused,O
61,by,O
61,newly,O
61,identied,O
61,severe,O
61,acute,O
61,respiratory,O
61,syndrome,O
61,coronavirus,O
61,2,NUMBER
61,(,O
61,SARS,O
61,‐,O
61,CoV,O
61,‐,O
61,2,NUMBER
61,),O
61,.,O
61,Previous,O
61,studies,O
61,had,O
61,reported,O
61,the,O
61,stability,O
61,of,O
61,SARS,O
61,‐,O
61,CoV,O
61,‐,O
61,2,NUMBER
61,in,O
61,cell,O
61,culture,O
61,media,O
61,and,O
61,deposited,O
61,onto,O
61,surfaces,O
61,under,O
61,a,O
61,limited,O
61,set,O
61,of,O
61,environmental,O
61,conditions,O
61,.,O
61,Here,O
61,.,O
61,we,O
61,broadly,O
61,investigated,O
61,the,O
61,effects,O
61,of,O
61,relative,O
61,humidity,O
61,.,O
61,temperature,O
61,.,O
61,and,O
61,droplet,O
61,size,O
61,on,O
61,the,O
61,stability,O
61,of,O
61,SARS,O
61,‐,O
61,CoV,O
61,‐,O
61,2,NUMBER
61,in,O
61,a,O
61,simulated,O
61,clinically,O
61,relevant,O
61,matrix,O
61,dried,O
61,on,O
61,non,O
61,‐,O
61,porous,O
61,surfaces,O
61,.,O
61,The,O
61,results,O
61,show,O
61,that,O
61,SARS,O
61,‐,O
61,CoV,O
61,‐,O
61,2,NUMBER
61,decayed,O
61,more,O
61,rapidly,O
61,when,O
61,either,O
61,humidity,O
61,or,O
61,temperature,O
61,was,O
61,increased,O
61,but,O
61,that,O
61,droplet,O
61,volume,O
61,(,O
61,1,NUMBER
61,to,O
61,50,NUMBER
61,l,O
61,),O
61,and,O
61,surface,O
61,type,O
61,(,O
61,stainless,O
61,steel,O
61,.,O
61,plastic,O
61,.,O
61,or,O
61,nitrile,O
61,glove,O
61,),O
61,did,O
61,not,O
61,signicantly,O
61,impact,O
61,de,O
61,‐,O
61,cay,O
61,rate,O
61,.,O
61,At,O
61,room,O
61,temperature,O
61,(,O
61,24C,O
61,),O
61,.,O
61,virus,O
61,half,O
61,‐,O
61,life,O
61,ranged,O
61,from,O
61,6.3,NUMBER
61,to,O
61,18.6,NUMBER
61,h,O
61,depending,O
61,on,O
61,the,O
61,relative,O
61,humidity,O
61,but,O
61,was,O
61,reduced,O
61,to,O
61,1.0,NUMBER
61,to,O
61,8.9,NUMBER
61,h,O
61,when,O
61,the,O
61,temperature,O
61,was,O
61,increased,O
61,to,O
61,35C,O
61,.,O
61,These,O
61,ndings,O
61,suggest,O
61,that,O
61,a,O
61,potential,O
61,for,O
61,fomite,O
61,transmission,O
61,may,O
61,per,O
61,‐,O
61,sist,O
61,for,O
61,hours,DURATION
61,to,O
61,days,DURATION
61,in,O
61,indoor,O
61,environments,O
61,and,O
61,have,O
61,implica,O
61,‐,O
61,tions,O
61,for,O
61,assessment,O
61,of,O
61,the,O
61,risk,O
61,posed,O
61,by,O
61,surface,O
