24,Rev.,TITLE
24,Latino,O
24,‐,O
24,Am,O
24,.,O
24,Enfermagem,O
24,Estimation,O
24,and,O
24,prediction,O
24,of,O
24,COVID,O
24,‐,O
24,19,NUMBER
24,cases,O
24,in,O
24,Brazilian,NATIONALITY
24,metropolises,O
24,*,O
24,George,PERSON
24,J,PERSON
24,Bezerra,PERSON
24,Sousa1,O
24,.2,O
24,Thiago,PERSON
24,Santos,O
24,Garces1,O
24,.3,O
24,epidemiological,O
24,peak,O
24,.,O
24,and,O
24,the,O
24,number,O
24,of,O
24,deaths,O
24,by,O
24,the,O
24,new,O
24,Virna,PERSON
24,Ribeiro,PERSON
24,Feitosa,PERSON
24,Cestari1,O
24,.3,O
24,coronavirus,O
24,.,O
24,Method,O
24,:,O
24,a,O
24,mathematical,O
24,and,O
24,epidemiological,O
24,Thereza,O
24,Maria,O
24,Magalhes,O
24,Mor,O
24,‐,O
24,eira1,NUMBER
24,.4,NUMBER
24,model,TITLE
24,of,O
24,susceptible,O
24,.,O
24,infected,O
24,.,O
24,and,O
24,recovered,O
24,cases,O
24,was,O
24,applied,O
24,to,O
24,the,O
24,nine,NUMBER
24,Brazilian,NATIONALITY
24,capitals,O
24,with,O
24,the,O
24,highest,O
24,number,O
24,Raquel,PERSON
24,Sampaio,PERSON
24,Florncio1,O
24,.3,O
24,of,O
24,cases,O
24,of,O
24,the,O
24,infection,CAUSE_OF_DEATH
24,.,O
24,The,O
24,number,O
24,of,O
24,cases,O
24,for,O
24,the,O
24,80,NUMBER
24,Maria,PERSON
24,Lcia,PERSON
24,Duarte,PERSON
24,Pereira,PERSON
24,days,DURATION
24,following,O
24,the,O
24,first,ORDINAL
24,case,O
24,was,O
24,estimated,O
24,by,O
24,solving,O
24,the,O
24,differential,O
24,equations,O
24,.,O
24,The,O
24,results,O
24,were,O
24,logarithmized,O
24,and,O
24,compared,O
24,with,O
24,the,O
24,actual,O
24,val,O
24,‐,O
24,ues,O
24,to,O
24,observe,O
24,the,O
24,model,TITLE
24,fit,O
24,.,O
24,In,O
24,all,O
24,scenarios,O
24,.,O
24,it,O
24,was,O
24,considered,O
24,that,O
24,no,O
24,preventive,O
24,measures,O
24,had,O
24,been,O
24,taken,O
24,.,O
24,Results,O
24,:,O
24,the,O
24,nine,NUMBER
24,me,O
24,‐,O
24,tropolises,O
24,studied,O
24,showed,O
24,an,O
24,upward,O
24,curve,O
24,of,O
24,confirmed,O
24,cases,O
24,of,O
24,COVID,O
24,‐,O
24,19,NUMBER
24,.,O
24,The,O
24,prediction,O
24,data,O
24,point,O
24,to,O
24,the,O
24,peak,O
24,of,O
24,the,O
24,infection,CAUSE_OF_DEATH
24,between,O
24,late,DATE
24,April,DATE
24,and,O
24,early,DATE
24,May,DATE
24,.,O
24,Fortaleza,PERSON
24,and,O
24,Manaus,CITY
24,had,O
24,the,O
24,highest,O
24,transmission,O
24,rates,O
24,(,O
24,20,NUMBER
24,and,O
24,18,NUMBER
24,.,O
24,respectively,O
24,),O
24,.,O
24,Rio,PERSON
24,de,PERSON
24,Janeiro,O
24,may,O
24,have,O
24,the,O
24,largest,O
24,number,O
24,of,O
24,infected,O
24,people,O
24,(,O
24,692.957,NUMBER
24,),O
24,and,O
24,Health,O
24,Context,O
24,.,O
24,Florianpolis,O
24,the,O
24,smallest,O
24,(,O
24,24.750,NUMBER
24,),O
24,.,O
24,Conclu,O
24,‐,O
24,sion,O
24,:,O
24,the,O
24,estimates,O
24,Universidade,ORGANIZATION
24,Estadual,ORGANIZATION
24,do,O
24,Cear,O
24,.,O
24,Fortaleza,CITY
24,.,O
24,CE,O
24,.,O
24,Brazil,COUNTRY
24,.,O
24,Scholarship,O
24,holder,O
24,at,O
24,the,O
24,Fundao,CITY
24,Cearense,O
24,de,O
24,Apoio,O
24,of,O
24,the,O
24,transmission,O
24,rate,O
24,.,O
24,epidemiological,O
24,peak,O
24,.,O
24,and,O
24,number,O
24,of,O
24,ao,O
24,De,O
24,‐,O
24,senvolvimento,O
24,Cientfico,O
24,e,O
24,Tecnolgico,PERSON
24,(,O
24,FUNCAP,O
24,),O
24,.,O
24,Scholarship,O
24,holder,O
24,at,O
24,the,O
24,Coordenao,O
24,de,O
24,Aperfeioamento,O
24,de,O
24,Pessoal,O
24,de,O
24,Nvel,O
24,Superior,TITLE
24,(,O
24,CAPES,O
24,),O
24,.,O
24,Brazil,COUNTRY
24,.,O
24,Desenvolvimento,PERSON
24,Cientfico,PERSON
