77,diagnostic,O
77,methods,O
77,Beatriz,PERSON
77,Araujo,PERSON
77,Oliveira,PERSON
77,1,NUMBER
77,.,O
77,Lea,PERSON
77,Campos,PERSON
77,de,PERSON
77,Oliveira,PERSON
77,Sabino,PERSON
77,1,NUMBER
77,.,O
77,Thelma,PERSON
77,Suely,PERSON
77,Okay,O
77,2,NUMBER
77,.,O
77,Ester,PERSON
77,Cerdeira,PERSON
77,Coron,PERSON
77,‐,O
77,avirus,O
77,disease,CAUSE_OF_DEATH
77,2019,DATE
77,(,O
77,COVID,O
77,‐,O
77,19,NUMBER
77,),O
77,is,O
77,an,O
77,infectious,CAUSE_OF_DEATH
77,disease,CAUSE_OF_DEATH
77,initially,O
77,reported,O
77,in,O
77,China,COUNTRY
77,and,O
77,currently,DATE
77,worldwide,O
77,dispersed,O
77,caused,O
77,by,O
77,a,O
77,new,O
77,coronavirus,O
77,(,O
77,SARS,O
77,‐,O
77,CoV,O
77,‐,O
77,2,NUMBER
77,or,O
77,2019nCoV,O
77,),O
77,affecting,O
77,more,O
77,than,O
77,sev,O
77,‐,O
77,en,O
77,million,NUMBER
77,people,O
77,around,O
77,the,O
77,world,O
77,causing,O
77,more,O
77,than,O
77,400,NUMBER
77,thousand,NUMBER
77,deaths,O
77,(,O
77,on,O
77,June,DATE
77,8th,DATE
77,.,DATE
77,2020,DATE
77,),O
77,.,O
77,The,O
77,diagnosis,O
77,of,O
77,COVID,O
77,‐,O
77,19,NUMBER
77,is,O
77,based,O
77,on,O
77,the,O
77,clinical,O
77,and,O
77,epidemiological,O
77,history,O
77,of,O
77,the,O
77,patient,O
77,.,O
77,However,O
77,.,O
77,the,O
77,gold,O
77,standard,O
77,for,O
77,COVID,O
77,‐,O
77,19,NUMBER
77,diagnosis,O
77,is,O
77,the,O
77,viral,O
77,detection,O
77,through,O
77,the,O
77,amplification,O
77,of,O
77,nucleic,O
77,acids,O
77,.,O
77,Although,O
77,the,O
77,quanti,O
77,‐,O
77,tative,O
77,Reverse,O
77,‐,O
77,Transcription,O
77,Polymerase,O
77,Chain,O
77,Reaction,O
77,(,O
77,RT,O
77,‐,O
77,PCR,O
77,),O
77,has,O
77,been,O
77,described,O
77,as,O
77,the,O
77,gold,O
77,standard,O
77,for,O
77,diagnosing,O
77,COVID,O
77,‐,O
77,19,NUMBER
77,.,O
77,there,O
77,are,O
77,several,O
77,difficulties,O
77,involving,O
77,its,O
77,use,O
77,.,O
77,Here,O
77,we,O
77,comment,O
77,on,O
77,RT,O
77,‐,O
77,PCR,O
77,and,O
77,describe,O
77,alternative,O
77,tests,O
77,developed,O
77,for,O
77,the,O
77,diag,O
77,‐,O
77,nosis,O
77,of,O
77,COVID,O
77,‐,O
77,19,NUMBER
77,.,O
77,KEYWORDS,O
77,:,O
77,COVID,O
77,‐,O
77,19,NUMBER
77,.,O
77,SARS,O
77,‐,O
77,CoV,O
77,‐,O
77,2,NUMBER
77,.,O
77,2019,DATE
77,‐,O
77,nCoV,O
77,.,O
77,RT,O
77,‐,O
77,PCR,O
77,.,O
77,Serological,O
77,methods,O
77,.,O
77,Universidade,O
77,de,O
77,So,O
77,Paulo,O
77,.,O
77,Instituto,ORGANIZATION
77,de,O
77,Medicina,ORGANIZATION
77,Tropical,ORGANIZATION
77,de,ORGANIZATION
77,So,ORGANIZATION
77,Paulo,ORGANIZATION
77,.,O
77,Laboratrio,PERSON
77,de,PERSON
77,Investigao,PERSON
77,Mdica,PERSON
77,(,O
77,LIM,O
77,46,NUMBER
77,),O
77,.,O
77,So,O
77,Paulo,O
77,.,O
77,So,O
77,Paulo,O
77,.,O
77,Brazil,COUNTRY
77,Universidade,O
77,de,O
77,So,O
77,Paulo,O
77,.,O
77,Instituto,ORGANIZATION
77,de,ORGANIZATION
77,Medicina,ORGANIZATION
77,Tropical,ORGANIZATION
77,de,ORGANIZATION
77,So,ORGANIZATION
77,Paulo,ORGANIZATION
77,.,O
77,Laboratrio,O
77,de,O
77,Soroepidemiologia,O
77,e,O
77,Imunologia,O
77,.,O
77,So,LOCATION
77,Paulo,LOCATION
77,.,O
77,So,O
77,Paulo,O
77,.,O
77,Brazil,COUNTRY
77,Corre,O
77,‐,O
77,spondence,O
77,to,O
77,:,O
77,Beatriz,PERSON
77,Araujo,PERSON
77,Universidade,PERSON
77,de,PERSON
77,So,PERSON
77,Paulo,PERSON
77,.,O
77,Instituto,ORGANIZATION
77,de,O
77,Medicina,ORGANIZATION
77,Tropical,ORGANIZATION
77,de,ORGANIZATION
77,So,ORGANIZATION
77,Paulo,ORGANIZATION
77,.,O
77,Laboratrio,PERSON
77,de,PERSON
77,Investigao,PERSON
77,Mdica,PERSON
77,(,O
77,LIM,O
77,46,NUMBER
77,),O
77,.,O
77,Av,O
77,.,O
77,Dr.,O
77,Enas,PERSON
77,Carvalho,PERSON
77,de,PERSON
77,Aguiar,PERSON
77,.,O
77,470,NUMBER
77,.,O
77,CEP,O
77,05403,NUMBER
77,‐,O
77,000,NUMBER
77,.,O
77,So,O
77,Paulo,O
77,.,O
77,SP,O
77,.,O
77,Brazil,COUNTRY
77,In,O
77,December,DATE
77,2019,DATE
77,.,O
77,an,O
77,outbreak,O
77,of,O
77,pneumonia,CAUSE_OF_DEATH
77,of,O
77,unknown,O
77,etiology,O
77,was,O
77,reported,O
77,in,O
77,Hubei,STATE_OR_PROVINCE
77,province,LOCATION
77,.,O
77,Wuhan,CITY
77,municipal,O
77,‐,O
77,ity,O
77,.,O
77,China,COUNTRY
77,.,O
77,In,O
77,January,DATE
77,2020,DATE
77,.,O
77,the,O
77,etiologic,O
77,agent,O
77,was,O
77,isolated,O
77,and,O
77,described,O
77,by,O
77,the,O
77,Chinese,NATIONALITY
77,government,O
77,as,O
77,a,O
77,new,O
77,coronavirus,O
77,SARS,O
77,‐,O
77,CoV2,O
77,is,O
77,one,NUMBER
77,of,O
77,seven,NUMBER
77,human,O
77,‐,O
77,infecting,O
77,coronaviruses,O
77,identified,O
77,so,O
77,far,O
77,.,O
77,It,O
77,is,O
77,a,O
77,single,O
77,strand,O
77,positive,O
77,sense,O
77,RNA,O
77,virus,O
77,(,O
77,+,O
77,),O
77,ssRNA,O
77,be,O
77,‐,O
77,longing,O
77,to,O
77,the,O
77,‐,O
77,coronavirus,O
77,lineage,O
77,B1,O
77,‐,O
77,3,NUMBER
77,.,O
77,In,O
77,March,DATE
77,2020,DATE
77,.,O
77,the,O
77,World,ORGANIZATION
77,Health,ORGANIZATION
77,Organization,ORGANIZATION
77,(,O
77,WHO,O
77,),O
77,declared,O
77,the,O
77,disease,CAUSE_OF_DEATH
77,COVID,O
77,‐,O
77,19,NUMBER
77,.,O
77,caused,O
77,by,O
77,SARS,O
77,‐,O
77,CoV2,O
77,.,O
77,as,O
77,a,O
77,pandemic,O
77,and,O
77,according,O
77,to,O
77,WHO,O
77,.,O
77,there,O
77,were,O
77,more,O
77,than,O
77,seven,NUMBER
77,million,NUMBER
77,confirmed,O
77,cases,O
77,worldwide,O
77,and,O
77,more,O
77,than,O
77,400,NUMBER
77,thousand,NUMBER
77,deaths,O
77,(,O
77,on,O
77,June,DATE
77,8th,DATE
77,.,DATE
77,2020,DATE
77,),O
77,1.5,O
77,.,O
77,SARS,O
77,‐,O
77,CoV,O
77,‐,O
77,2,NUMBER
77,genome,O
77,codes,O
77,for,O
77,a,O
77,polyprotein,O
77,(,O
77,ORF1ab,O
77,),O
77,involved,O
77,in,O
77,the,O
77,tran,O
77,‐,O
77,scription,O
77,and,O
77,replication,O
77,of,O
77,the,O
77,viral,O
77,RNA,MISC
77,.,O
77,four,NUMBER
77,structural,O
77,pro,O
77,‐,O
77,teins,O
77,:,O
77,E,O
77,for,O
77,envelope,O
77,;,O
77,M,O
77,for,O
77,membrane,O
77,;,O
77,N,O
77,for,O
77,nucleocapsid,O
77,that,O
77,is,O
77,necessary,O
77,for,O
77,the,O
77,viral,O
77,synthesis,O
77,and,O
77,the,O
77,S,O
77,protein,O
77,for,O
77,Spike,PERSON
77,.,O
77,that,O
77,allows,O
77,the,O
77,entry,O
77,and,O
77,the,O
77,infection,CAUSE_OF_DEATH
77,of,O
77,the,O
77,host,TITLE
77,cell,O
77,.,O
77,in,O
77,ad,O
77,‐,O
77,dition,O
77,to,O
77,five,NUMBER
77,accessory,O
77,proteins,O
77,(,O
77,ORF3a,O
77,.,O
77,ORF6,O
77,.,O
77,ORF7a,O
77,.,O
77,ORF8,O
77,and,O
77,ORF10,O
77,),O
77,1.3.6.7,O
77,.,O
77,The,O
77,viral,O
77,S,O
77,protein,O
77,binds,O
77,to,O
77,the,O
77,human,O
77,ACE2,O
77,re,O
77,‐,O
77,ceptor,O
77,.,O
77,causing,O
77,conformational,O
77,changes,O
77,in,O
77,the,O
77,coronavirus,O
77,and,O
77,al,O
77,‐,O
77,lowing,O
77,its,O
77,fusion,O
77,to,O
77,the,O
77,host,TITLE
77,cell,O
77,membrane,O
77,.,O
77,The,O
77,process,O
77,of,O
77,en,O
77,‐,O
77,tering,O
77,the,O
77,cell,O
77,requires,O
77,the,O
77,action,O
77,of,O
77,the,O
77,TMPRSS2,O
77,protease,O
77,.,O
77,which,O
77,regulates,O
77,the,O
77,cleavage,O
77,of,O
77,the,O
77,S,O
77,protein6,O
77,.8,O
77,.,O
77,The,O
77,clinical,O
77,presentation,O
77,of,O
77,COVID,O
77,‐,O
77,19,NUMBER
77,disease,CAUSE_OF_DEATH
77,comprises,O
77,a,O
77,broad,O
77,range,O
77,of,O
77,un,O
77,‐,O
77,specified,O
77,symptoms,O
77,.,O
77,such,O
77,as,O
77,fever,CAUSE_OF_DEATH
77,.,O
77,dry,O
77,cough,O
77,.,O
77,dyspnea,O
77,.,O
77,headache,O
77,.,O
77,sputum,O
77,Oliveira,PERSON
77,et,O
77,al,O
77,.,O
77,production,O
77,.,O
77,hemoptysis,O
77,.,O
77,myalgia,O
77,.,O
77,fatigue,O
77,.,O
77,nausea,O
77,.,O
77,vomiting,O
77,.,O
77,diarrhea,O
77,and,O
77,abdominal,O
77,pain1,O
77,.3.4.9.10,O
77,.,O
77,Loss,O
77,of,O
77,smell,O
77,and,O
77,taste,O
77,were,O
77,not,O
77,commonly,O
77,described,O
77,in,O
77,China,COUNTRY
77,.,O
77,but,O
77,have,O
77,been,O
77,reported,O
77,more,O
77,recently,DATE
77,as,O
77,an,O
77,early,O
77,clinical,O
77,marker,TITLE
77,of,O
77,COVID,O
77,‐,O
77,19,NUMBER
77,patients,O
77,may,O
77,be,O
77,classified,O
77,as,O
77,asymptomatic,O
77,or,O
77,sympto,O
77,‐,O
77,matic,O
77,.,O
77,and,O
77,the,O
77,symptoms,O
77,can,O
77,vary,O
77,from,O
77,mild,O
77,to,O
77,severe,O
77,and,O
77,criti,O
77,‐,O
77,cal1,O
77,.3.13,O
77,.,O
77,The,O
77,severe,O
77,acute,O
77,respiratory,O
77,syndrome,O
77,(,O
77,SARS,O
77,),O
77,is,O
77,more,O
77,common,O
77,among,O
77,people,O
77,with,O
77,risk,O
77,factors,O
77,.,O
77,such,O
77,as,O
77,advanced,O
77,age,O
77,.,O
77,smoking,CAUSE_OF_DEATH
77,and,O
77,those,O
77,with,O
77,associated,O
77,comorbidities,O
77,(,O
77,diabetes,CAUSE_OF_DEATH
77,.,O
77,hyper,O
77,‐,O
77,tension,O
77,.,O
77,cardiovascular,CAUSE_OF_DEATH
77,disease,CAUSE_OF_DEATH
77,.,O
77,obesity,O
77,.,O
77,chronic,O
77,lung,O
77,disease,CAUSE_OF_DEATH
77,.,O
77,kidney,O
77,Once,DATE
77,humans,O
77,are,O
77,infected,O
77,.,O
77,they,O
77,begin,O
77,to,O
77,transmit,O
77,the,O
77,virus,O
77,through,O
77,droplets,O
77,.,O
77,sneezing,O
77,.,O
77,aerosols1,O
77,.4.10,O
77,.,O
77,Some,O
77,findings,O
77,in,O
77,the,O
77,literature,O
77,suggest,O
77,that,O
77,patients,O
77,with,O
77,none,O
77,or,O
77,only,O
77,mild,O
77,symptoms,O
77,can,O
77,release,O
77,large,O
77,amounts,O
77,of,O
77,viruses,O
77,during,O
77,the,O
77,initial,O
77,stage,O
77,of,O
77,the,O
77,infection1,O
77,.10.15.16,O
77,.,O
77,favoring,O
77,the,O
77,rapid,O
77,spread,O
77,of,O
77,the,O
77,virus1,O
77,.10.14.17.18,O
77,.,O
77,However,O
77,.,O
77,Pan,O
77,et,O
77,al.,O
77,19,NUMBER
77,.,O
77,in,O
77,a,O
77,study,O
77,with,O
77,26,NUMBER
77,asymptomatic,O
77,patients,O
77,noticed,O
77,that,O
77,transmission,O
77,by,O
77,asymptomatic,O
77,patients,O
77,was,O
77,less,O
77,frequent,O
77,than,O
77,by,O
77,symptomatic,O
77,ones,O
77,.,O
77,suggesting,O
77,that,O
77,asymptomatic,O
77,patients,O
77,are,O
77,less,O
77,infectious,O
77,.,O
77,The,O
77,disease,CAUSE_OF_DEATH
77,in,O
77,‐,O
77,cubation,O
77,period,O
77,varies,O
77,from,O
77,3,NUMBER
77,‐,O
77,14,DURATION
77,days,DURATION
77,.,O
77,with,O
77,an,O
77,initial,O
77,estimated,O
77,basic,O
77,reproduction,O
77,number,O
77,(,O
77,R0,O
77,),O
77,of,O
77,2.2,NUMBER
77,.,O
77,that,O
77,is,O
77,.,O
77,each,O
77,patient,O
77,transmits,O
77,the,O
77,infection,CAUSE_OF_DEATH
77,to,O
77,other,O
77,2.2,NUMBER
77,individuals1,O
77,.4,O
77,.,O
77,However,O
77,.,O
77,with,O
77,the,O
77,accumulated,O
77,experience,O
77,and,O
77,higher,O
77,numbers,O
77,of,O
77,patients,O
77,in,O
77,different,O
77,countries,O
77,.,O
77,mathematical,O
77,and,O
77,epidemiological,O
77,studies,O
77,es,O
77,‐,O
77,timated,O
77,COVID,O
77,‐,O
77,19,NUMBER
77,R0,O
77,varying,O
77,from,O
77,1.4,NUMBER
77,to,NUMBER
77,6.472.10.17,NUMBER
77,.,O
77,depending,O
77,on,O
77,the,O
77,isolation,O
77,and,O
77,quarantine,O
77,.,O
77,as,O
77,well,O
77,as,O
77,other,O
77,control,O
77,mea,O
77,‐,O
77,sures10,O
77,.16,O
77,.,O
77,Due,O
77,to,O
77,the,O
77,high,O
77,transmission,O
77,rate,O
77,of,O
77,SARS,O
77,‐,O
77,CoV2,O
77,.,O
77,spe,O
77,‐,O
77,cific,O
77,measures,O
77,are,O
77,urgently,O
77,needed,O
77,to,O
77,contain,O
77,the,O
77,pandemic,O
77,.,O
77,such,O
77,as,O
77,the,O
77,improvement,O
77,of,O
77,diagnostic,O
77,methods,O
77,for,O
77,the,O
77,detection,O
77,of,O
77,asymptomatic,O
77,and,O
77,mildly,O
77,symptomatic,O
77,patients,O
77,during,O
77,the,O
77,early,O
77,phases,O
77,of,O
77,the,O
