4,Open,O
4,Access,O
4,Technical,O
4,COVID,O
4,‐,O
4,19,NUMBER
4,:,O
4,Precautionary,O
4,Guidelines,O
4,for,O
4,Hani,PERSON
4,B.,O
4,ALBalawi,O
4,1,NUMBER
4,Several,O
4,coronaviruses,O
4,can,O
4,infect,O
4,humans,O
4,.,O
4,and,O
4,the,O
4,globally,O
4,endemic,O
4,human,O
4,coronaviruses,O
4,.,O
4,HCoV,O
4,‐,O
4,229E,O
4,(,O
4,human,O
4,coron,O
4,‐,O
4,avirus,O
4,229E,O
4,),O
4,.,O
4,HCoV,O
4,‐,O
4,NL63,O
4,(,O
4,human,O
4,coronavirus,O
4,NL63,O
4,),O
4,.,O
4,and,O
4,others,O
4,.,O
4,tend,O
4,to,O
4,cause,O
4,mild,O
4,respiratory,CAUSE_OF_DEATH
4,diseases,CAUSE_OF_DEATH
4,.,O
4,The,O
4,zoonotic,O
4,Middle,LOCATION
4,East,LOCATION
4,respiratory,O
4,syndrome,O
4,coronavirus,O
4,(,O
4,MERS,O
4,‐,O
4,CoV,O
4,),O
4,and,O
4,severe,O
4,acute,O
4,res,O
4,‐,O
4,piratory,O
4,syndrome,O
4,coronavirus,O
4,type1,O
4,(,O
4,SARS,O
4,‐,O
4,CoV1,O
4,),O
4,have,O
4,high,O
4,fatali,O
4,‐,O
4,ty,O
4,rates,O
4,.,O
4,In,O
4,December,DATE
4,2019,DATE
4,.,O
4,the,O
4,World,ORGANIZATION
4,Health,ORGANIZATION
4,Organization,ORGANIZATION
4,(,O
4,WHO,O
4,),O
4,was,O
4,was,O
4,identified,O
4,in,O
4,January,DATE
4,2020,DATE
4,as,O
4,a,O
4,novel,O
4,coronavirus,O
4,family,O
4,.,O
4,The,O
4,WHO,O
4,refers,O
4,to,O
4,the,O
4,virus,O
4,as,O
4,coronavirus,O
4,disease,CAUSE_OF_DEATH
4,2019,DATE
4,(,O
4,COVID,O
4,‐,O
4,19,NUMBER
4,),O
4,.,O
4,Within,O
